,AST,AST_RANK,BLK,BLKA,BLKA_RANK,BLK_RANK,COURT_STATUS,DREB,DREB_RANK,FG3A,FG3A_RANK,FG3M,FG3M_RANK,FG3_PCT,FG3_PCT_RANK,FGA,FGA_RANK,FGM,FGM_RANK,FG_PCT,FG_PCT_RANK,FTA,FTA_RANK,FTM,FTM_RANK,FT_PCT,FT_PCT_RANK,GP,GP_RANK,GROUP_SET,L,L_RANK,MIN,MIN_RANK,OREB,OREB_RANK,PF,PFD,PFD_RANK,PF_RANK,PLUS_MINUS,PLUS_MINUS_RANK,PTS,PTS_RANK,REB,REB_RANK,STL,STL_RANK,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,TOV_RANK,VS_PLAYER_ID,VS_PLAYER_NAME,W,W_PCT,W_PCT_RANK,W_RANK
13,415,6,112,68,10,5,On,579,6,337,9,138,9,0.409,10,1431,6,711,6,0.497,1,335,9,268,9,0.8,12,32,12,On/Off Court,7,5,827.178333333,6,151,7,270,318,8,7,138.0,9,1828,6,730,6,111,9,SAS,1610612759,San Antonio Spurs,209.0,7,2225,"Parker, Tony",25,0.781,11,12
14,390,7,86,68,10,7,On,537,7,372,6,153,7,0.411,8,1307,7,626,7,0.479,10,385,6,311,7,0.808,10,43,1,On/Off Court,9,11,778.788333333,7,159,6,350,340,6,12,169.0,6,1716,7,696,7,156,4,SAS,1610612759,San Antonio Spurs,257.0,13,203613,"Simmons, Jonathon",34,0.791,7,1
0,49,15,15,11,1,14,On,71,15,63,15,33,14,0.524,1,184,15,89,15,0.484,1,59,15,46,15,0.78,2,12,14,On/Off Court,4,1,113.793333333,15,16,14,56,46,15,1,8.0,8,257,15,87,15,17,15,CLE,1610612739,Cleveland Cavaliers,34.0,1,2365,"Andersen, Chris",8,0.667,12,14
1,162,10,28,30,5,11,On,271,10,241,10,90,10,0.373,10,612,10,270,10,0.441,11,188,10,143,10,0.761,7,23,12,On/Off Court,4,1,366.37,10,58,10,171,167,10,6,-7.0,10,773,10,329,10,54,10,CLE,1610612739,Cleveland Cavaliers,120.0,6,2399,"Dunleavy, Mike",19,0.826,1,9
2,81,12,17,23,4,13,On,169,12,141,12,51,13,0.362,13,395,12,170,12,0.43,13,121,12,95,12,0.785,1,24,11,On/Off Court,9,5,242.741666667,12,36,12,104,98,12,4,-17.0,11,486,12,205,12,31,12,CLE,1610612739,Cleveland Cavaliers,73.0,5,1627770,"Felder, Kay",15,0.625,14,13
3,299,7,42,64,8,9,On,448,7,501,7,177,8,0.353,14,1170,7,516,7,0.441,12,362,7,279,7,0.771,5,35,7,On/Off Court,11,12,663.76,7,123,9,267,320,7,9,-21.0,12,1488,7,571,7,92,8,CLE,1610612739,Cleveland Cavaliers,186.0,9,101112,"Frye, Channing",24,0.686,10,8
4,617,2,110,143,15,2,On,911,2,929,2,356,2,0.383,7,2371,2,1088,2,0.459,5,650,2,491,2,0.755,10,37,5,On/Off Court,10,10,1291.87166667,2,301,2,470,569,2,14,194.0,3,3023,2,1212,2,211,2,CLE,1610612739,Cleveland Cavaliers,369.0,14,202681,"Irving, Kyrie",27,0.73,5,5
5,705,1,111,139,13,1,On,1014,1,1055,1,409,1,0.388,6,2596,1,1209,1,0.466,3,780,1,576,1,0.738,13,39,4,On/Off Court,9,5,1454.81,1,328,1,507,678,1,15,279.0,1,3403,1,1342,1,241,1,CLE,1610612739,Cleveland Cavaliers,422.0,15,2544,"James, LeBron",30,0.769,2,1
6,336,6,59,80,10,6,On,544,6,536,6,197,6,0.368,12,1398,6,634,6,0.454,8,441,6,341,6,0.773,4,42,1,On/Off Court,12,13,805.768333333,6,173,6,316,379,6,10,78.0,6,1806,6,717,6,104,6,CLE,1610612739,Cleveland Cavaliers,232.0,10,2210,"Jefferson, Richard",30,0.714,7,1
7,77,13,19,17,3,12,On,115,13,117,13,54,12,0.462,2,303,13,138,13,0.455,7,91,13,61,13,0.67,15,26,10,On/Off Court,9,5,185.625,13,14,15,88,78,13,3,-39.0,13,391,13,129,13,22,13,CLE,1610612739,Cleveland Cavaliers,51.0,3,2592,"Jones, James",17,0.654,13,11
8,59,14,7,16,2,15,On,78,14,105,14,33,14,0.314,15,247,14,96,14,0.389,15,76,14,58,14,0.763,6,6,15,On/Off Court,4,1,142.325,14,28,13,56,68,14,1,-40.0,14,283,14,106,14,21,14,CLE,1610612739,Cleveland Cavaliers,41.0,2,2594,"Korver, Kyle",2,0.333,15,15
9,253,9,46,68,9,8,On,398,9,362,9,146,9,0.403,4,977,9,445,9,0.455,6,300,8,221,8,0.737,14,34,8,On/Off Court,9,5,561.256666667,9,128,8,215,257,9,8,76.0,7,1257,9,526,9,88,9,CLE,1610612739,Cleveland Cavaliers,171.0,7,202732,"Liggins, DeAndre",25,0.735,4,7
10,545,3,96,128,12,4,On,860,4,823,3,311,4,0.378,9,2148,4,989,3,0.46,4,595,4,462,4,0.776,3,37,5,On/Off Court,10,10,1172.975,4,283,4,405,525,4,11,279.0,1,2751,3,1143,4,195,4,CLE,1610612739,Cleveland Cavaliers,343.0,12,201567,"Love, Kevin",27,0.73,5,5
11,123,11,31,38,6,10,On,186,11,179,11,68,11,0.38,8,496,11,212,11,0.427,14,161,11,122,11,0.758,8,28,9,On/Off Court,9,5,290.193333333,11,44,11,114,130,11,5,-43.0,15,614,11,230,11,34,11,CLE,1610612739,Cleveland Cavaliers,65.0,4,203895,"McRae, Jordan",19,0.679,11,9
12,419,5,81,93,11,5,On,705,5,713,5,265,5,0.372,11,1747,5,790,5,0.452,9,538,5,406,5,0.755,11,41,3,On/Off Court,12,13,1015.16833333,5,178,5,415,452,5,13,1.0,9,2251,5,883,5,150,5,CLE,1610612739,Cleveland Cavaliers,288.0,11,202697,"Shumpert, Iman",29,0.707,9,4
13,288,8,53,61,7,7,On,428,8,430,8,179,7,0.416,3,1099,8,513,8,0.467,2,292,9,221,8,0.757,9,21,13,On/Off Court,5,4,607.23,8,132,7,210,261,8,7,110.0,5,1426,8,560,8,95,7,CLE,1610612739,Cleveland Cavaliers,172.0,8,2747,"Smith, JR",16,0.762,3,12
14,522,4,110,139,13,2,On,877,3,800,4,316,3,0.395,5,2192,3,981,4,0.448,10,621,3,468,3,0.754,12,42,1,On/Off Court,12,13,1216.11166667,3,298,3,406,532,3,12,172.0,4,2746,4,1175,3,200,3,CLE,1610612739,Cleveland Cavaliers,353.0,13,202684,"Thompson, Tristan",30,0.714,7,1
0,24,14,10,14,3,14,On,52,14,36,14,15,14,0.417,2,117,14,47,14,0.402,16,31,14,26,14,0.839,1,3,14,On/Off Court,2,1,71.49,14,15,14,36,31,14,3,-21.0,5,135,14,67,14,7,14,PHI,1610612755,Philadelphia 76ers,29.0,3,201573,"Bayless, Jerryd",1,0.333,10,14
1,564,1,153,132,16,1,On,838,1,752,1,260,2,0.346,10,2074,1,887,1,0.428,8,471,1,361,1,0.766,4,39,4,On/Off Court,24,10,1178.83666667,1,241,1,504,452,1,15,-123.0,12,2395,1,1079,1,195,1,PHI,1610612755,Philadelphia 76ers,422.0,16,203496,"Covington, Robert",15,0.385,3,1
2,366,8,116,79,8,5,On,553,8,469,8,162,8,0.345,11,1263,8,552,8,0.437,6,430,5,344,4,0.8,2,30,10,On/Off Court,17,5,757.905,8,149,8,336,393,5,9,67.0,1,1610,8,702,8,117,8,PHI,1610612755,Philadelphia 76ers,280.0,9,203954,"Embiid, Joel",13,0.433,2,6
3,16,15,9,3,2,15,On,31,15,12,16,4,16,0.333,14,69,15,28,15,0.406,15,24,15,16,15,0.667,15,2,16,On/Off Court,2,1,41.1833333333,15,7,15,19,16,15,2,-14.0,4,76,15,38,15,5,15,PHI,1610612755,Philadelphia 76ers,14.0,2,203924,"Grant, Jerami",0,0.0,16,16
4,422,7,118,105,11,4,On,641,7,548,7,190,7,0.347,9,1623,6,690,7,0.425,10,388,7,307,7,0.791,3,38,6,On/Off Court,25,12,929.47,7,192,5,389,378,7,10,-168.0,15,1877,7,833,7,159,4,PHI,1610612755,Philadelphia 76ers,321.0,10,201945,"Henderson, Gerald",13,0.342,8,6
5,177,11,40,28,6,11,On,250,11,210,11,78,11,0.371,3,587,11,268,11,0.457,2,120,12,78,12,0.65,16,22,12,On/Off Court,17,5,341.931666667,11,67,11,173,110,12,6,-81.0,9,692,11,317,11,52,12,PHI,1610612755,Philadelphia 76ers,127.0,6,1626158,"Holmes, Richaun",5,0.227,15,13
6,550,2,139,115,13,2,On,771,2,720,2,266,1,0.369,5,1937,2,862,2,0.445,3,457,3,341,5,0.746,9,39,4,On/Off Court,24,10,1089.80666667,2,232,2,519,450,2,16,-10.0,3,2331,2,1003,2,170,2,PHI,1610612755,Philadelphia 76ers,377.0,14,101141,"Ilyasova, Ersan",15,0.385,3,1
7,133,12,28,24,5,13,On,220,12,168,12,52,12,0.31,16,507,12,211,12,0.416,14,145,11,103,11,0.71,12,29,11,On/Off Court,19,7,294.763333333,12,66,12,138,126,11,5,-38.0,6,577,12,286,12,47,13,PHI,1610612755,Philadelphia 76ers,112.0,5,1627789,"Luwawu-Cabarrot, Timothe",10,0.345,7,9
8,467,4,113,93,10,6,On,661,5,574,6,207,5,0.361,6,1620,7,718,5,0.443,4,425,6,313,6,0.736,10,41,2,On/Off Court,27,15,943.301666667,5,189,6,419,386,6,12,-86.0,10,1956,5,850,5,159,4,PHI,1610612755,Philadelphia 76ers,334.0,12,204456,"McConnell, TJ",14,0.341,9,4
9,119,13,29,22,4,12,On,150,13,139,13,47,13,0.338,12,441,13,185,13,0.42,13,92,13,69,13,0.75,8,16,13,On/Off Court,8,4,249.385,13,57,13,100,93,13,4,-71.0,8,486,13,207,13,57,11,PHI,1610612755,Philadelphia 76ers,94.0,4,203457,"Noel, Nerlens",8,0.5,1,11
10,300,9,70,86,9,9,On,470,9,430,9,142,9,0.33,15,1259,9,529,9,0.42,12,256,9,188,9,0.734,11,31,8,On/Off Court,23,9,713.198333333,9,137,9,287,263,9,8,-195.0,16,1388,9,607,9,105,9,PHI,1610612755,Philadelphia 76ers,221.0,8,1626143,"Okafor, Jahlil",8,0.258,14,11
11,11,16,4,2,1,16,On,16,16,15,15,8,15,0.533,1,37,16,18,16,0.486,1,16,16,11,16,0.688,14,3,14,On/Off Court,2,1,24.15,16,4,16,11,11,16,1,-6.0,2,55,16,20,16,3,16,PHI,1610612755,Philadelphia 76ers,7.0,1,1626184,"Randle, Chasson",1,0.333,10,14
12,431,6,113,106,12,6,On,650,6,589,5,199,6,0.338,13,1651,5,706,6,0.428,9,369,8,277,8,0.751,7,37,7,On/Off Court,25,12,934.145,6,187,7,414,372,8,11,-136.0,13,1888,6,837,6,147,7,PHI,1610612755,Philadelphia 76ers,325.0,11,200771,"Rodriguez, Sergio",12,0.324,12,8
13,451,5,94,115,13,8,On,690,4,612,4,220,4,0.359,7,1732,4,734,4,0.424,11,456,4,348,3,0.763,5,42,1,On/Off Court,27,15,1002.94833333,4,201,4,460,410,4,13,-167.0,14,2036,4,891,4,170,2,PHI,1610612755,Philadelphia 76ers,369.0,13,203967,"Saric, Dario",15,0.357,5,1
14,490,3,125,116,15,3,On,736,3,671,3,241,3,0.359,8,1793,3,778,3,0.434,7,471,1,356,2,0.756,6,40,3,On/Off Court,26,14,1046.595,3,208,3,487,443,3,14,-61.0,7,2153,3,944,3,159,4,PHI,1610612755,Philadelphia 76ers,382.0,15,203917,"Stauskas, Nik",14,0.35,6,4
15,269,10,59,55,7,10,On,386,10,335,10,124,10,0.37,4,960,10,422,10,0.44,5,244,10,172,10,0.705,13,31,8,On/Off Court,22,8,560.89,10,93,10,258,236,10,7,-90.0,11,1140,10,479,10,83,10,PHI,1610612755,Philadelphia 76ers,181.0,7,203138,"Thompson, Hollis",9,0.29,13,10
0,551,3,123,105,13,4,On,779,4,557,4,196,4,0.352,4,1971,4,908,4,0.461,6,553,3,387,3,0.7,14,42,3,On/Off Court,18,15,1127.36,4,246,4,442,488,3,15,-71.0,16,2399,4,1025,4,200,5,ATL,1610612737,Atlanta Hawks,364.0,14,203145,"Bazemore, Kent",24,0.571,10,6
1,51,14,10,15,6,13,On,88,12,70,14,16,14,0.229,15,222,13,83,14,0.374,16,57,13,42,13,0.737,7,17,12,On/Off Court,8,6,128.191666667,13,27,12,47,60,12,5,-30.0,12,224,14,115,12,20,14,ATL,1610612737,Atlanta Hawks,38.0,6,1627761,"Bembry, DeAndre'",9,0.529,13,12
2,371,9,72,66,9,9,On,514,9,437,9,149,9,0.341,7,1320,9,600,9,0.455,8,418,7,304,7,0.727,9,44,1,On/Off Court,18,15,763.926666667,9,157,9,288,377,7,9,103.0,3,1653,9,671,9,127,9,ATL,1610612737,Atlanta Hawks,237.0,9,1627098,"Delaney, Malcolm",26,0.591,7,1
3,62,13,7,6,3,14,On,69,14,77,13,30,12,0.39,1,202,14,91,13,0.45,11,45,14,34,14,0.756,3,6,15,On/Off Court,2,3,109.46,14,24,14,42,43,14,4,29.0,4,246,13,93,14,21,13,ATL,1610612737,Atlanta Hawks,31.0,4,2399,"Dunleavy, Mike",4,0.667,2,14
4,498,6,86,94,11,7,On,661,6,566,3,206,3,0.364,3,1703,6,794,6,0.466,2,493,6,368,5,0.746,5,42,3,On/Off Court,17,12,957.051666667,6,211,6,338,423,6,12,135.0,2,2162,6,872,6,174,6,ATL,1610612737,Atlanta Hawks,302.0,11,203501,"Hardaway Jr., Tim",25,0.595,6,4
5,551,3,124,122,15,3,On,808,3,514,6,176,6,0.342,6,2002,3,929,3,0.464,3,547,4,369,4,0.675,15,39,8,On/Off Court,17,12,1136.09333333,3,295,1,421,485,4,14,5.0,8,2403,3,1103,3,203,4,ATL,1610612737,Atlanta Hawks,396.0,15,2730,"Howard, Dwight",22,0.564,11,8
6,205,10,41,36,8,10,On,262,10,241,10,82,10,0.34,8,714,10,317,10,0.444,13,188,10,143,10,0.761,2,35,9,On/Off Court,13,8,408.588333333,10,80,10,160,186,10,8,-12.0,10,859,10,342,10,74,10,ATL,1610612737,Atlanta Hawks,132.0,8,2743,"Humphries, Kris",22,0.629,4,8
7,24,15,5,6,3,15,On,34,15,34,15,11,15,0.324,12,78,15,35,15,0.449,12,23,15,15,15,0.652,16,9,14,On/Off Court,6,4,47.3166666667,15,6,15,13,23,15,3,18.0,5,96,15,40,15,8,15,ATL,1610612737,Atlanta Hawks,15.0,3,203527,"Kelly, Ryan",3,0.333,17,15
8,471,7,103,96,12,5,On,603,7,498,7,168,7,0.337,9,1609,7,725,7,0.451,10,358,9,256,9,0.715,12,32,10,On/Off Court,16,10,894.443333333,7,186,7,332,363,8,11,-113.0,17,1874,7,789,7,154,7,ATL,1610612737,Atlanta Hawks,306.0,12,2594,"Korver, Kyle",16,0.5,14,10
9,706,1,149,147,16,1,On,977,1,722,1,268,1,0.371,2,2443,1,1131,1,0.463,5,685,1,503,1,0.734,8,41,5,On/Off Court,15,9,1388.40333333,1,291,2,498,619,1,17,172.0,1,3033,1,1268,1,267,1,ATL,1610612737,Atlanta Hawks,439.0,17,200794,"Millsap, Paul",26,0.634,3,1
10,412,8,85,68,10,8,On,557,8,482,8,161,8,0.334,11,1441,8,650,8,0.451,9,403,8,289,8,0.717,11,40,7,On/Off Court,17,12,818.913333333,8,177,8,302,345,9,10,-62.0,15,1750,8,734,8,131,8,ATL,1610612737,Atlanta Hawks,260.0,10,203488,"Muscala, Mike",23,0.575,9,7
11,7,16,0,0,1,17,On,11,16,9,16,1,16,0.111,16,32,16,8,16,0.25,17,17,16,14,16,0.824,1,2,16,On/Off Court,1,2,18.3333333333,16,5,16,7,15,16,2,-5.0,9,31,16,16,16,2,16,ATL,1610612737,Atlanta Hawks,4.0,2,202390,"Neal, Gary",1,0.5,14,16
12,117,11,36,22,7,11,On,190,11,147,11,42,11,0.286,13,456,11,191,11,0.419,14,136,11,102,11,0.75,4,26,11,On/Off Court,12,7,271.138333333,11,51,11,98,118,11,7,-17.0,11,526,11,241,11,42,11,ATL,1610612737,Atlanta Hawks,88.0,7,1627752,"Prince, Taurean",14,0.538,12,11
13,679,2,149,147,16,1,On,930,2,672,2,236,2,0.351,5,2373,2,1100,2,0.464,4,614,2,437,2,0.712,13,44,1,On/Off Court,18,15,1342.95333333,2,290,3,490,546,2,16,-47.0,14,2873,2,1220,2,251,2,ATL,1610612737,Atlanta Hawks,432.0,16,203471,"Schroder, Dennis",26,0.591,7,1
14,68,12,14,12,5,12,On,76,13,90,12,24,13,0.267,14,239,12,96,12,0.402,15,67,12,50,12,0.746,6,12,13,On/Off Court,6,4,136.356666667,12,25,13,50,58,13,6,-38.0,13,266,12,101,13,24,12,ATL,1610612737,Atlanta Hawks,33.0,5,203118,"Scott, Mike",6,0.5,14,13
15,505,5,100,113,14,6,On,741,5,533,5,179,5,0.336,10,1855,5,849,5,0.458,7,507,5,365,6,0.72,10,41,5,On/Off Court,16,10,1057.87,5,238,5,387,439,5,13,17.0,6,2242,5,979,5,207,3,ATL,1610612737,Atlanta Hawks,327.0,13,200757,"Sefolosha, Thabo",25,0.61,5,4
16,2,17,1,0,1,16,On,5,17,1,17,0,17,0.0,17,5,17,3,17,0.6,1,4,17,2,17,0.5,17,1,17,On/Off Court,0,1,3.6,17,1,17,0,2,17,1,6.0,7,8,17,6,17,0,17,ATL,1610612737,Atlanta Hawks,1.0,1,204002,"Tavares, Edy",1,1.0,1,16
0,238,10,60,62,7,10,On,399,10,292,10,101,10,0.346,7,946,10,414,10,0.438,8,217,11,151,11,0.696,4,35,6,On/Off Court,23,10,552.185,10,99,11,230,190,11,6,-27.0,4,1080,10,498,10,78,10,MIA,1610612748,Miami Heat,146.0,6,202337,"Babbitt, Luke",12,0.343,6,7
1,551,2,130,135,13,3,On,867,3,641,3,231,2,0.36,2,2206,2,1000,2,0.453,4,547,3,376,3,0.687,7,36,5,On/Off Court,23,10,1238.42333333,3,273,2,527,480,3,13,-112.0,15,2607,2,1140,3,157,3,MIA,1610612748,Miami Heat,348.0,14,201609,"Dragic, Goran",13,0.361,4,2
2,315,7,65,66,8,9,On,418,9,379,8,132,8,0.348,6,1152,8,518,8,0.45,5,284,8,195,8,0.687,8,24,9,On/Off Court,16,5,639.366666667,8,145,8,263,247,8,7,-64.0,8,1363,8,563,9,94,8,MIA,1610612748,Miami Heat,167.0,8,201961,"Ellington, Wayne",8,0.333,7,9
3,43,14,10,13,2,14,On,58,14,63,14,26,14,0.413,1,179,14,64,14,0.358,15,55,14,41,14,0.745,1,13,14,On/Off Court,10,2,111.11,14,16,14,48,53,14,2,-53.0,7,195,14,74,14,21,14,MIA,1610612748,Miami Heat,37.0,2,2617,"Haslem, Udonis",3,0.231,13,13
4,437,4,124,114,12,4,On,738,4,566,4,190,4,0.336,8,1768,5,774,5,0.438,7,490,4,328,4,0.669,12,39,4,On/Off Court,25,12,1010.905,5,195,6,457,407,5,12,-73.0,9,2066,5,933,4,152,4,MIA,1610612748,Miami Heat,281.0,12,201949,"Johnson, James",14,0.359,5,1
5,521,3,147,144,14,2,On,879,2,646,2,213,3,0.33,11,2188,3,950,3,0.434,12,608,1,408,1,0.671,11,40,1,On/Off Court,27,13,1239.24333333,2,271,3,538,503,2,14,-89.0,14,2521,3,1150,2,199,1,MIA,1610612748,Miami Heat,345.0,13,204020,"Johnson, Tyler",13,0.325,8,2
6,436,5,113,109,11,5,On,679,5,530,5,175,5,0.33,10,1800,4,794,4,0.441,6,456,5,315,5,0.691,6,40,1,On/Off Court,27,13,1023.46666667,4,231,4,439,408,4,11,-79.0,13,2078,4,910,5,134,5,MIA,1610612748,Miami Heat,268.0,11,203585,"McGruder, Rodney",13,0.325,8,2
7,173,12,38,45,4,12,On,251,12,188,13,63,12,0.335,9,672,12,294,12,0.438,9,132,13,93,13,0.705,2,22,12,On/Off Court,16,5,381.213333333,12,87,13,131,119,13,3,-73.0,9,744,13,338,12,48,13,MIA,1610612748,Miami Heat,99.0,4,201177,"McRoberts, Josh",6,0.273,11,11
8,200,11,58,53,5,11,On,349,11,267,11,87,11,0.326,12,870,11,377,11,0.433,14,230,10,161,9,0.7,3,35,6,On/Off Court,22,9,483.225,11,101,10,215,206,10,5,-20.0,3,1002,11,450,11,71,11,MIA,1610612748,Miami Heat,123.0,5,203186,"Reed, Willie",13,0.371,3,2
9,368,6,106,90,10,6,On,610,6,493,6,159,6,0.323,13,1557,6,675,6,0.434,13,373,6,246,6,0.66,14,28,8,On/Off Court,21,8,875.155,6,204,5,391,347,6,10,-74.0,11,1755,6,814,6,123,6,MIA,1610612748,Miami Heat,249.0,10,1626196,"Richardson, Josh",7,0.25,12,10
10,301,8,82,79,9,7,On,496,7,387,7,139,7,0.359,4,1274,7,557,7,0.437,10,312,7,212,7,0.679,10,24,9,On/Off Court,15,4,715.536666667,7,151,7,318,268,7,9,-32.0,6,1465,7,647,7,97,7,MIA,1610612748,Miami Heat,201.0,9,203079,"Waiters, Dion",9,0.375,2,8
11,6,15,1,1,1,15,On,18,15,17,15,5,15,0.294,15,43,15,20,15,0.465,1,13,15,9,15,0.692,5,2,15,On/Off Court,0,1,27.4216666667,15,3,15,9,11,15,1,-5.0,1,54,15,21,15,6,15,MIA,1610612748,Miami Heat,8.0,1,1627855,"White, Okaro",2,1.0,1,15
12,600,1,152,145,15,1,On,944,1,670,1,237,1,0.354,5,2377,1,1078,1,0.454,3,573,2,380,2,0.663,13,40,1,On/Off Court,27,13,1343.94833333,1,313,1,546,505,1,15,-76.0,12,2773,1,1257,1,175,2,MIA,1610612748,Miami Heat,378.0,15,202355,"Whiteside, Hassan",13,0.325,8,2
13,153,13,36,44,3,13,On,236,13,199,12,60,13,0.302,14,660,13,288,13,0.436,11,164,12,112,12,0.683,9,23,11,On/Off Court,20,7,368.505,13,90,12,145,157,12,4,-27.0,4,748,12,326,13,54,12,MIA,1610612748,Miami Heat,93.0,3,202682,"Williams, Derrick",3,0.13,15,13
14,283,9,73,60,6,8,On,448,8,297,9,107,9,0.36,3,1123,9,512,9,0.456,2,251,9,153,10,0.61,15,18,13,On/Off Court,14,3,625.295,9,126,9,268,229,9,8,-6.0,2,1284,9,574,8,86,9,MIA,1610612748,Miami Heat,162.0,7,1626159,"Winslow, Justise",4,0.222,14,12
0,743,2,182,163,14,1,On,997,1,713,1,261,1,0.366,8,2551,1,1193,2,0.468,8,703,2,532,1,0.757,8,42,3,On/Off Court,22,9,1463.24666667,2,307,1,610,601,1,14,82.0,1,3179,2,1304,1,254,1,MIL,1610612749,Milwaukee Bucks,393.0,13,203507,"Antetokounmpo, Giannis",20,0.476,4,1
1,310,9,50,68,6,10,On,422,9,251,10,95,10,0.378,4,1074,9,511,8,0.476,6,291,9,226,9,0.777,5,37,8,On/Off Court,21,7,610.04,9,129,8,262,250,9,6,-10.0,9,1343,9,551,9,109,9,MIL,1610612749,Milwaukee Bucks,183.0,5,201563,"Beasley, Michael",16,0.432,13,9
2,533,4,110,115,11,6,On,741,4,511,4,201,4,0.393,3,1844,4,873,4,0.473,7,510,4,392,3,0.769,6,43,1,On/Off Court,23,13,1079.565,4,208,5,440,425,4,11,51.0,3,2339,4,949,4,176,4,MIL,1610612749,Milwaukee Bucks,307.0,11,1627763,"Brogdon, Malcolm",20,0.465,7,1
3,519,5,114,114,10,5,On,686,5,493,5,159,6,0.323,14,1779,5,819,5,0.46,13,486,5,368,5,0.757,7,38,7,On/Off Court,21,7,1008.63833333,5,219,4,421,417,5,10,-51.0,14,2165,5,905,5,172,5,MIL,1610612749,Milwaukee Bucks,295.0,10,203521,"Dellavedova, Matthew",17,0.447,12,7
4,416,7,115,81,8,4,On,551,7,404,6,138,7,0.342,11,1456,7,671,7,0.461,12,360,7,262,7,0.728,12,41,6,On/Off Court,22,9,825.566666667,7,175,6,339,329,7,8,-45.0,13,1742,7,726,7,126,7,MIL,1610612749,Milwaukee Bucks,226.0,8,203089,"Henson, John",19,0.463,9,6
5,46,13,6,5,2,13,On,59,13,51,13,19,13,0.373,6,149,13,71,13,0.477,5,48,13,34,13,0.708,13,20,12,On/Off Court,10,2,97.8683333333,13,19,13,41,36,13,2,-2.0,7,195,13,78,13,20,13,MIL,1610612749,Milwaukee Bucks,33.0,2,1627748,"Maker, Thon",10,0.5,2,12
6,452,6,86,107,9,7,On,598,6,395,7,160,5,0.405,1,1517,6,739,6,0.487,2,446,6,353,6,0.791,3,42,3,On/Off Court,22,9,878.866666667,6,170,7,345,357,6,9,72.0,2,1991,6,768,6,161,6,MIL,1610612749,Milwaukee Bucks,241.0,9,202328,"Monroe, Greg",20,0.476,4,1
7,11,14,3,0,1,14,On,14,14,12,14,4,14,0.333,13,28,14,14,14,0.5,1,10,14,7,14,0.7,14,8,14,On/Off Court,2,1,21.9166666667,14,4,14,9,6,14,1,0.0,6,39,14,18,14,3,14,MIL,1610612749,Milwaukee Bucks,9.0,1,200779,"Novak, Steve",6,0.75,1,14
8,763,1,175,161,13,2,On,994,2,672,2,244,2,0.363,9,2536,2,1220,1,0.481,4,708,1,531,2,0.75,9,43,1,On/Off Court,23,13,1465.82,1,265,2,604,590,2,13,-23.0,11,3215,1,1259,2,237,2,MIL,1610612749,Milwaukee Bucks,410.0,14,203953,"Parker, Jabari",20,0.465,7,1
9,132,11,24,26,4,11,On,186,11,124,11,44,11,0.355,10,425,11,196,11,0.461,11,105,11,77,11,0.733,11,29,11,On/Off Court,15,4,258.178333333,11,48,11,118,94,11,4,-5.0,8,513,11,234,11,42,12,MIL,1610612749,Milwaukee Bucks,94.0,4,203101,"Plumlee, Miles",14,0.483,3,11
10,642,3,145,122,12,3,On,839,3,580,3,213,3,0.367,7,2109,3,1019,3,0.483,3,527,3,391,4,0.742,10,42,3,On/Off Court,22,9,1220.22833333,3,225,3,499,462,3,12,-27.0,12,2642,3,1064,3,182,3,MIL,1610612749,Milwaukee Bucks,340.0,12,203503,"Snell, Tony",20,0.476,4,1
11,305,10,66,62,5,9,On,412,10,356,8,133,8,0.374,5,1036,10,482,10,0.465,9,247,10,194,10,0.785,4,35,10,On/Off Court,19,5,601.45,10,113,10,245,238,10,5,14.0,5,1291,10,525,10,87,10,MIL,1610612749,Milwaukee Bucks,184.0,6,203141,"Teletovic, Mirza",16,0.457,11,9
12,327,8,70,76,7,8,On,425,8,312,9,123,9,0.394,2,1102,8,509,9,0.462,10,310,8,247,8,0.797,2,37,8,On/Off Court,20,6,639.18,8,129,8,269,273,8,7,35.0,4,1388,8,554,8,112,8,MIL,1610612749,Milwaukee Bucks,185.0,7,1891,"Terry, Jason",17,0.459,10,7
13,91,12,14,20,3,12,On,141,12,106,12,36,12,0.34,12,354,12,153,12,0.432,14,89,12,71,12,0.798,1,19,13,On/Off Court,12,3,199.435,12,44,12,78,72,12,3,-16.0,10,413,12,185,12,44,11,MIL,1610612749,Milwaukee Bucks,60.0,3,1626173,"Vaughn, Rashad",7,0.368,14,13
